Title,Desc
Leg Extensions,The leg extension is an isolation exercise for the quads.
Treadmill running,"Treadmill running is a popular cardiovascular exercise performed on a machine that is available in most gyms. Performing this exercise on a treadmill allows you to adjust the speed of your running and, depending on the machine, perform it on an adjustable incline. Many machines also have built-in heart rate monitors and timers to help you track your progress."
Stationary bike,"The stationary bike is a popular cardio machine found in most commercial gyms. Along with burning a ton of calories, the stationary bike also helps develop the lower body. Stationary bikes come in multiple variations, ranging from ones that resemble riding a bike, to recumbent bikes, to fan bikes that work both the arms and the legs. No matter the variation, a stationary bike can work well at higher speeds for interval-style conditioning training, but also works well at slower paces for steady-state cardio."
Treadmill jogging,"Treadmill jogging is a popular cardiovascular exercise performed on a machine that is available in most gyms. Performing this exercise on a treadmill allows you to adjust the speed of your jogging and, depending on the machine, perform it on an adjustable incline. Many machines also have built-in heart rate monitors and timers to help you track your progress."
Recumbent Bike,
Smith machine leg press,"The Smith machine leg press is a machine-based movement that targets the quads, glutes, and hamstrings. It can serve as a substitute for the leg press or be programmed similarly to the leg press. It is usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of lower-body training. If your Smith machine has safety bars, set them at a height that allows you a full range of motion while giving adequate protection from the weight potentially falling."
Lying Machine Squat,
Seated Leg Press,"The seated leg press is a lower body exercise that targets the quads, adductors, glutes, and hamstrings."
Smith machine pistol squat,"The Smith machine pistol squat is a machine-based exercise that targets the quads, glutes, and hamstrings. It is similar in form to a pistol squat but is performed with a bar on the shoulders. This adds extra resistance, but also eliminates some of the balance challenge of single-leg squats. This squat variation can be performed in low reps for strength or for higher reps for muscle gain."
Leverage Deadlift,
Leg press-,"The leg press is a machine exercise targeting the leg muscles, including the quads, glutes, and hamstrings. It's a favorite among lifters who prefer the seated position to standing with a load on the spine. The leg press is often used as an accessory for squats or deadlifts, but can also be the main lower-body movement in a workout. It is often performed for moderate to high reps, such as 8-12 reps per set or more."
TBS Hack Squat,"The hack squat is a machine-based exercise that targets the muscles of the legs, particularly the quadriceps. It is often used as an accessory for squats, but can also be the main lower-body movement in a workout. It is often performed for moderate to high reps, such as 8-12 reps per set or more."
Leg Extensions - Gethin Variation,The leg extension is an isolation exercise for the quads.
Seated leg press-,"The seated leg press is a machine-based exercise that targets the quads, glutes, and hamstrings. It is similar in many ways to larger leg press machines, but often utilizes a selectorized weight stack rather than plate loading. Leg press variations are often used as an accessory for squats or deadlifts, but can also be the main lower-body movement in a workout. This movement is often performed for moderate to high reps, such as 8-12 reps per set or more."
Smith machine front squat,"The Smith machine front squat is a machine-based exercise targeting the muscles of the lower body. The Smith machine mimics a barbell but provides more stability. This movement can be programmed in low reps for strength or higher reps for muscle and strength endurance. It is often performed for moderate to high reps, such as 8-12 reps per set or more, as part of a full-body or lower-body workout."
Machine Deadlift - Gethin Variation,
Single-leg hack squat,"The single-leg hack squat is a lower-body exercise mainly targeting the quads, performed one side at a time per set. It is often used as an accessory for squats, or as a muscle-building movement during lower-body training, and is usually performed for moderate to high reps, such as 8-12 reps per set or more."
Narrow-stance hack squat,"The narrow-stance hack squat is a machine-based exercise that targets the muscles of the legs, particularly the quadriceps. It is often used as an accessory for squats, or as a muscle-building movement during lower-body training, and is usually performed for moderate to high reps, such as 8-12 reps per set or more."
Alternating Single-Leg Curl - Gethin Variation,
Stiff-Legged Deadlift - Gethin Variation,"The barbell stiff-legged deadlift targets the hamstrings, glutes, lower and upper back, as well as the core. It is a popular accessory movement for the deadlift, but also a muscle-building hamstring movement."
Single-Leg Press - Gethin Variation,"The single-leg leg press is an exercise targeting the quadriceps one leg at a time. Many lifters prefer the leg press to squatting for several reasons, including the perception that it’s safer for the spine."
Hack squat-,"The hack squat is a machine-based exercise that targets the muscles of the legs, particularly the quadriceps. It is often used as an accessory for squats, but can also be the main lower-body movement in a workout. It is often performed for moderate to high reps, such as 8-12 reps per set or more."
Smith machine lunge squat,"The Smith machine lunge squat is an exercise targeting the quads, glutes, and hamstrings. Using added weight allows you to overload the exercise beyond body weight and perform the movement in strength ranges. The Smith machine mimics a barbell but provides more stability."
Hack Squat - Gethin Variation,"The hack squat is a machine-based exercise that targets the muscles of the legs, particularly the quadriceps. It is often used as an accessory for squats, but can also be the main lower-body movement in a workout. It is often performed for moderate to high reps, such as 8-12 reps per set or more."
Leg Press - Gethin Variation,The leg press is a machine exercise targeting the quadriceps. It’s favorite among lifters who prefer the seated position to standing with a load on the spine.
AM Leg Press,The leg press is a machine exercise targeting the quadriceps. It’s favorite among lifters who prefer the seated position to standing with a load on the spine.
Leg extension,"The leg extension is a popular machine-based exercise for the legs, particularly the quadriceps. It is usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of a leg pre-exhaust or as a muscle-building movement for lower-body training."
UP Quad Extension,The leg extension is an isolation exercise for the quads.
UP Single-Leg Press,"The single-leg leg press is an exercise targeting the quadriceps one leg at a time. Many lifters prefer the leg press to squatting for several reasons, including the perception that it’s safer for the spine."
UP Leg Press,The leg press is a machine exercise targeting the quadriceps. It’s favorite among lifters who prefer the seated position to standing with a load on the spine.
Pop Squat On Leg Press,
King Maker Leg Press,The leg press is a machine exercise targeting the quadriceps. It’s favorite among lifters who prefer the seated position to standing with a load on the spine.
Single-leg leg press,"The single-leg leg press is a machine exercise targeting the leg muscles, including the quads, glutes, and hamstrings. The leg press is often used as an accessory for squats or deadlifts, but can also be the main lower-body movement in a workout. It is often performed for moderate to high reps, such as 8-12 reps per set or more."
King Maker Hack Squat,"The hack squat is a machine-based exercise that targets the muscles of the legs, particularly the quadriceps. It is often used as an accessory for squats, but can also be the main lower-body movement in a workout. It is often performed for moderate to high reps, such as 8-12 reps per set or more."
30 Legs Feet-High Leg Press,
30 Legs Leg Press,
30 Legs Leg Press Calf Raise,
30 Legs Lying Leg Curl,
30 Legs Machine Hack Squat,
30 Legs Single-Leg Leg Extension,
30 Legs Single-Leg Leg Press,
30 Legs Single-Leg Lying Leg Curl,
30 Legs Smith Machine Split Squat,
30 Legs Smith Machine Squat,
Jumping rope,"Jumping rope is a classic conditioning exercise that is popular with everyone from children to boxers to CrossFit athletes. It targets many different muscles, including the calves, glutes, shoulders, and upper back, and is great for everything from fat loss to improving overall athletic performance."
Forward lunge,"The forward lunge is a lower-body bodyweight exercise targeting the quads, glutes, and hamstrings. It can also be performed holding dumbbells or other weights. The forward lunge places more emphasis on the quads than other lunge variations. It can be performed for time or reps in the lower-body portion of any workout."
Side-to-side box skip,"The side-to-side box skip is an explosive lower-body exercise that involves jumping laterally over a bench or box, landing with one foot on top of the surface, and then switching positions. It primarily targets the muscles of the lower body, but is also a serious cardiovascular challenge. It is often performed for high reps or for time as part of a fat-loss or athleticism-focused workout or circuit."
Bodyweight squat,"The bodyweight squat is a fundamental exercise that strengthens the quads, glutes, and hamstrings. It can be performed as part of a dynamic warm-up, for time or reps during a workout, or for hip and spine mobility any time."
Broad jump,"The broad jump is an explosive lower-body exercise. It is a common way to measure explosive hip and lower-body strength in athletes. The more explosive you are, the farther you'll be able to jump."
Burpee,"The burpee is a high-intensity exercise that recruits the entire body to build strength and aerobic capacity. It is common in CrossFit workouts and group fitness classes, but can also be performed for time or reps in any fat-loss or athleticism-focused circuit or workout."
Trail Running/Walking,
Scissors Jump,"The alternating lunge jump is an explosive bodyweight exercise that targets the lower-body muscles, including the quads, glutes, and hamstrings. It can be performed for time or reps in power training, and is also effective in any fat-loss or athleticism-focused workout."
Jumping jack-,"The jumping jack is a classic calisthenics exercise to improve overall conditioning. It’s one the most recognizable exercises on the planet, and it’s almost synonymous with training for military recruits. It can be done for time or reps, often in dynamic warm-ups or to mobilize the hips and shoulders."
Arms-crossed jump squat,"The arms-crossed jump squat is an explosive version of the jump squat. Crossing your arms eliminates any extra power that could come from swinging your arms, making the movement extra strict and challenging for the lower body. It can be performed for time or reps and is especially effective in a fat-loss or athleticism-focused circuit or workout."
Bodyweight Reverse Lunge,"The reverse lunge is a lower-body exercise targeting the quads, glutes, and hamstrings. The reverse lunge places more emphasis on the glutes than other lunge variations."
Alien Squat,
Treadmill walking,"Treadmill walking is a popular cardiovascular exercise performed on a machine that is available in most gyms. Performing this exercise on a treadmill allows you to adjust the speed of your walking and, depending on the machine, perform it on an adjustable incline. Many machines also have built-in heart rate monitors and timers to help you track your progress."
Rocket Jump,
Depth jump box jump,"The depth jump box jump is a plyometric exercise that entails jumping off one box, dropping into a squat, and then jumping up onto another box. These are all performed fluidly to complete one rep. Depth jumps have been a staple of high-level athletic programming for decades. They are usually performed for low reps with a focus on power and technique. If they hurt your knees or back, consider performing box jumps or squat jumps instead."
Bodyweight Walking Lunge,"The walking lunge is a lower-body exercise that targets the glutes, quads, and hamstrings while challenging stability and balance. It can be performed for reps, time, or distance in the lower-body portion of any workout."
Walking High Knees,
Lateral lunge,"The lateral lunge is a lower-body bodyweight movement that works the quads, glutes, and hamstrings. It can also be performed holding dumbbells or other weights. It is often performed for reps as part of a dynamic warm-up or mobility routine but can also work in a circuit or other workouts."
Jump Squat,"The jump squat is an explosive bodyweight exercise targeting the quads, hamstrings, and glutes. It is also a serious cardiovascular challenge when done for reps. It can be performed as a power exercise to build jumping power, or in any fat-loss or athleticism-focused workout."
Over bench jump,The over bench jump is a plyometric exercise requiring only a weight bench to perform. It improves jumping ability and athleticism while burning a lot of calories.
Split Jump,"The alternating lunge jump is an explosive bodyweight exercise that targets the lower-body muscles, including the quads, glutes, and hamstrings. It can be performed for time or reps in power training, and is also effective in any fat-loss or athleticism-focused workout."
90-degree jump squat,"The 90-degree jump squat is an explosive bodyweight exercise that targets the muscles of the lower body, including the quads, glutes, and hamstrings, as well as the cardiovascular system. It can be performed for time or reps, usually in a fat-loss or athleticism-focused circuit workout."
Skip,"The skip is an exercise that builds power and explosiveness in the legs. It's commonly performed by children and in gym classes, but is also great for working the legs and hip flexors, making it a favorite warm-up for athletes who need to explode vertically."
Kneeling hip flexor stretch,"The kneeling hip flexor stretch is a stretch targeting greater flexibility in the front side of the hips. It targets a chronically tight muscle group and is often performed as part of a dynamic warm-up, a cool-down, or as recovery work after training."
Iron Crosses (stretch),
All Fours Quad Stretch,
Lying quad stretch with band,"The lying quad stretch with band is a simple way to stretch a chronically tight muscle group of the lower body. It is common in stretching and yoga classes but can also be performed individually as part of a warm-up, paired with movements in a workout, or as part of a cool-down or recovery strategy."
One Half Locust,
Standing Hip Flexors,
Looking At Ceiling,
Rear Leg Raises,
On Your Side Quad Stretch,
On-Your-Back Quad Stretch,
Standing Elevated Quad Stretch,
Thigh killa,"The thigh killa is a challenging lower-body bodyweight exercise that builds muscular endurance with a series of hops and bodyweight squats. It can be performed for time or reps, usually in a circuit workout or as a lower-body finisher."
Southpaw sprawl,"The southpaw sprawl is a full-body movement that combines elements of a single-arm plank and a sprawl. It also has a rotational component, with a jumping leg-cross and torso twist in a single-arm plank position. It is a challenging move that trains balance, core strength, and many muscle groups, making it work well in a time-efficient bodyweight circuit workout."
Stride Jump Crossover,
Side Standing Long Jump,
Wall squat,"The wall squat is a bodyweight exercise targeting the quadriceps, as well as other muscles in the lower body and core. The lifter's back is flat against a wall, and the back slides down and up the wall during each rep. If you don't have a smooth wall to slide on, the exercise can also be performed with an exercise ball between the back and the wall."
Slide Jump Shot,
Sprawl frog kick,"The sprawl frog kick is an explosive bodyweight exercise that targets multiple muscle groups across the upper and lower body. It is similar to a traditional sprawl, but with an extra hop in the middle of each rep. It can be performed for time or reps in any fat-loss or athleticism-focused circuit or workout."
Lateral Speed Step,
Side Hop-Sprint,
Pop squat,"The pop squat is an explosive bodyweight exercise that targets the lower-body muscles, including the quads, glutes, and hamstrings. It is similar to a jump squat, but alternates between a narrow and wide stance with each jump. It can be performed for time or reps in power training and is also effective in any fat-loss or athleticism-focused workout."
Star Jump,
Side Lunge Touching Heel,"The side lunge cross-body heel-touch is a lower-body exercise targeting the quads, glutes, and hamstrings. The heel-touch adds a slight rotational challenge."
Lying Prone Quadriceps,
Fast Kick With Arm Circles,
Single-leg box squat,"The single-leg box squat is a bodyweight exercise that targets the muscles of the lower body, including the quads, glutes, and hamstrings. It is similar in form to a pistol squat, except that you sit to a box. This allows you to customize the depth of the movement to your movement abilities and mobility level. For this reason, the single-leg box squat is a popular movement for building leg strength in beginning trainees. It can be performed in lower strength-focused rep ranges, such as 5-8 reps per leg, or for higher reps for muscle building."
Defensive Slide,
Quick Leap,
Vertical Mountain Climber,
Reverse Burpee,
Football Up-Down,
Jump lunge heel kick,"The jump lunge heel kick is a high-intensity, full-body exercise targeting the quads, glutes, and hamstrings. It combines a jump lunge with a standing hamstring stretch in a unique combo that also challenges balance. It can be performed for time or reps as part of a fat-loss or athleticism-focused circuit or workout."
Burpee box jump,"The burpee box jump is an explosive bodyweight exercise that combines a burpee with a leap onto a box or step. First, you perform a traditional burpee, and then instead of jumping into the air, you jump onto a box. This makes you focus on power generation in the jump, making each rep more challenging. Burpee box jumps are often performed for high reps as part of metabolic conditioning circuits or workouts."
Linear Depth Jump,
Slow Jog,
High knees,"High knees is a full-body, cardio-based exercise with an emphasis on the lower body. It is often performed for reps or time as part of a dynamic warm-up."
Jumping Jack,"The jumping jack is a classic calisthenics exercise to improve overall conditioning. It’s one the most recognizable exercises on the planet, and it’s almost synonymous with training for military recruits. It can be done for time or reps, often in dynamic warm-ups or to mobilize the hips and shoulders."
Square Hop,
Running lunge,"The running lunge is a dynamic exercise that targets the lower body. It combines elements of a reverse lunge with a step-up, in that the front leg fully extends and the rear leg flexes up in front of the body. It targets a wide range of muscles in the lower body, including the quads, glutes, and hamstrings. It can be performed for time or reps in any lower-body workout, or in a fat-loss or athleticism-focused circuit."
In-out jump squat,"The in-out jump squat is a bodyweight squat variation that alternates wide and narrow jump squats. It targets the lower-body muscles, including the quads, glutes, adductors, and hamstrings, and also provides a serious cardiovascular challenge. It can be performed for time or reps and is especially effective in a fat-loss or athleticism-focused circuit or workout."
Gorilla squat,"The gorilla squat is a bodyweight sequence that combines two reverse lunges and a bodyweight squat. It could also be performed with dumbbells, kettlebells, or other weights. It targets most of the muscles of the lower body, including the quads, glutes, and hamstrings. It can be performed for time or reps in the lower-body portion of any workout."
Burpee tuck jump,The burpee tuck jump is an explosive version of the burpee exercise that adds a tuck jump to the top of each rep. It can be performed for time or reps in any fat-loss or athleticism-focused circuit or workout.
Speed skater,"The speed skater is an explosive version of the lateral lunge that involves jumping from side to side and landing on a single leg, then touching the ground. It challenges the lower-body muscles, including the quads, hips, and glutes, and the cardiovascular system, while training lateral movement."
Jumping knee up-down,"The jumping knee up-down is an explosive bodyweight movement that consists of a knee up-down followed by a jump squat. It targets the muscles of the lower body, including the quads, glutes, and hamstrings, but is also a challenging power and conditioning exercise."
Jump Lunge To Feet Jack,
Reverse Lunge Rotation,
Alternating standing knee-pull stretch,"The alternating standing knee-pull stretch targets range of motion in the hips, hamstrings, and lower back. It's a common movement in dynamic warm-ups for athletics or lower-body training, but can also be used to ""limber up"" for activity anytime."
Seal jack,"The seal jack is a variation on the jumping jack, one the most common calisthenic exercises on the planet. The difference between this movement and the jumping jack has to do with the arm motion. Instead of the arms coming together overhead, they come together in front of the body, like a seal clapping its fins."
Kneeling quad thoracic stretch,"The kneeling quad thoracic stretch is a stretch targeting greater range of motion in your thoracic spine. It is commonly included in dynamic warm-ups or cool-downs, but can also be performed as full-body mobility work any time."
Single-Leg Squat With Knee Tap,"The single-leg knee-tap squat is a single-leg squat variation that involves “floating” the back leg over the ground on the descent until touching just the knee to the ground or a pad. It is similar to a lunge, but without touching the back foot to the ground. It is an intense strength and coordination challenge that can work in any strength- or athleticism-focused workout."
Shuttle run,"The shuttle run is an athletic conditioning drill that’s great for developing speed and power, as well as changing direction. It’s a favorite of football and basketball players, but it can also be great conditioning work for lifters and athletes of all ability levels."
Squat Isometric Hold,"The hack squat is a machine-based exercise that targets the muscles of the legs, particularly the quadriceps. It is often used as an accessory for squats, but can also be the main lower-body movement in a workout. It is often performed for moderate to high reps, such as 8-12 reps per set or more."
Wall sit,"The wall sit is an exercise targeting the quadriceps and core muscle. It involves descending into a squat position while leaning against a wall, then holding that position for a predetermined length of time. It's a classic leg endurance-building exercise for basketball players and gymnasts."
Walking lunge with hip extension,"The walking lunge with hip extension is a combination of two movements, both targeting the lower body. The added hip extension places more of an emphasis on the glutes. It is a great inclusion in a dynamic warm-up for the lower body, but can also be performed for time or reps in any workout."
Squat with alternating side leg raise,"The squat with alternating side leg raise is a bodyweight version of the squat, but with a lateral leg lift to add extra focus to the abductor muscles. It can be performed for time or for reps as part of a dynamic warm-up for the lower body, or in any lower-body portion of a workout."
Lateral Squats,"The lateral lunge is a lower-body bodyweight movement that works the quads, glutes, and hamstrings. It can also be performed holding dumbbells or other weights. It is often performed for reps as part of a dynamic warm-up or mobility routine but can also work in a circuit or other workouts."
Walking lunge with twist,"The walking lunge with twist is an exercise that targets the lower body and the obliques. The twist not only works the obliques, it also opens up the thoracic spine. It is a great inclusion in a dynamic warm-up for a lower-body or full-body workout, but can also be performed for time or reps in any workout."
Boss Everline Backward Lunge Walk,
Reverse Diagonal Skaters,
FYR Air Squat,"The bodyweight squat is a fundamental exercise that strengthens the quads, glutes, and hamstrings. It can be performed as part of a dynamic warm-up, for time or reps during a workout, or for hip and spine mobility any time."
FYR Tuck Jump,"The tuck jump is a vertical jump, an explosive lower-body exercise that is a common way to measure explosive hip and lower-body strength in athletes. The more explosive you are, the higher you'll be able to jump."
Push-up sprawl tuck jump,"The push-up sprawl tuck jump is an explosive bodyweight sequence that combines three movements: the push-up, the sprawl, and the tuck jump. It is similar to a burpee, but with a tuck jump at the top. It can be performed for time or reps in any fat-loss or athleticism-focused circuit or workout."
FYR Running Lunge,"The running lunge is a dynamic exercise that targets the lower body. It combines elements of a reverse lunge with a step-up, in that the front leg fully extends and the rear leg flexes up in front of the body. It targets a wide range of muscles in the lower body, including the quads, glutes, and hamstrings. It can be performed for time or reps in any lower-body workout, or in a fat-loss or athleticism-focused circuit."
FYR Jumping Lunge,"The alternating lunge jump is an explosive bodyweight exercise that targets the lower-body muscles, including the quads, glutes, and hamstrings. It can be performed for time or reps in power training, and is also effective in any fat-loss or athleticism-focused workout."
FYR Sprawl Frog Kick,"The sprawl frog kick is an explosive bodyweight exercise that targets multiple muscle groups across the upper and lower body. It is similar to a traditional sprawl, but with an extra hop in the middle of each rep. It can be performed for time or reps in any fat-loss or athleticism-focused circuit or workout."
Jump squat-,"The jump squat is an explosive bodyweight exercise targeting the quads, hamstrings, and glutes. It is also a serious cardiovascular challenge when done for reps. It can be performed as a power exercise to build jumping power, or in any fat-loss or athleticism-focused workout."
FYR Sprinter Burpee,
Single-leg burpee,"The single-leg burpee is an advanced variation of the burpee exercise that involves performing all parts of the sequence with one leg at a time. It is usually performed alternating legs with each rep, but could be performed one side at a time. Performing one leg at a time increases the challenge to all parts of the body, especially the working leg, core, and shoulders."
FYR Gorilla Squat,"The gorilla squat is a bodyweight sequence that combines two reverse lunges and a bodyweight squat. It could also be performed with dumbbells, kettlebells, or other weights. It targets most of the muscles of the lower body, including the quads, glutes, and hamstrings. It can be performed for time or reps in the lower-body portion of any workout."
Banded compass jump squat,"The banded compass jump squat is an explosive squat variation performed with a band around the thighs just above the knees. This increases muscle activation in the hips and glutes, while the squat targets the quads, hamstrings, and glutes. The landing for each jump is a 90-degree rotation from the starting position. The banded compass jump squat can be performed for low reps as a power-focused exercise, or for higher reps to build muscle in the lower body, challenge conditioning, and burn fat."
In-out sprawl,"The in-out sprawl is a full-body movement that combines elements of a plank and a sprawl. It demands an explosive full-body jump from a plank position. It is a challenging move that trains balance, core strength, and many muscle groups, making it work well in a time-efficient bodyweight circuit workout."
Knee-tuck kick-up,"The knee-tuck kick-up is a bodyweight movement that targets the muscles of the abs, the rectus abdominis or ""six-pack"" muscles in particular. It can be performed for time or reps in the ab-focused portion of any workout."
Bear crawl donkey kick,"The bear crawl donkey kick is a more advanced version of the bear crawl exercise that adds a donkey kick. It adds an extra coordination and shoulder challenge to an already intense full-body movement that targets the cardiovascular system as well as a wide range of muscle groups, the shoulders, core, and legs in particular. It can be done as a full-body warm-up, in short bursts for power or circuit training, or for longer durations as cardiovascular conditioning."
Southpaw sprawl with push-up,"The southpaw sprawl with push-up is a full-body movement that combines elements of a plank and a sprawl, with the addition of a push-up. It also has a rotational component, with a jumping leg-cross and torso twist in a straight-arm plank position. It is a challenging move that trains balance, core strength, and many muscle groups, making it work well in a time-efficient bodyweight circuit workout."
Bouncing lunge,"The bouncing lunge is a bodyweight movement targeting the quads. It can be performed either for time or reps, and is often included as part of a fat-loss or athleticism-focused circuit workout."
Bodyweight Squat - Gethin Variation,"The bodyweight squat is a fundamental exercise that strengthens the quads, glutes, and hamstrings. It can be performed as part of a dynamic warm-up, for time or reps during a workout, or for hip and spine mobility any time."
FYR Alternating Lunge,"The forward lunge is a lower-body bodyweight exercise targeting the quads, glutes, and hamstrings. It can also be performed holding dumbbells or other weights. The forward lunge places more emphasis on the quads than other lunge variations. It can be performed for time or reps in the lower-body portion of any workout."
Bodyweight Walking Lunge - Gethin Variation,"The walking lunge is a lower-body exercise that targets the glutes, quads, and hamstrings while challenging stability and balance. It can be performed for reps, time, or distance in the lower-body portion of any workout."
Seated Quad Contraction,
HM Squat with Alternating Leg Extension,
HM Air Squat,
HM Alternating Jump Lunge,
HM Alternating Lunge-In-Place,
HM Alternating Side Lunge,
HM Sumo Pulse,
HM Sumo Squat,
HM Alternating Side-Kick,
HM Tuck-Up Burpee,
HM Bear Crawl,
HM Bear Stance Fire Hydrant,
HM Walking Frankenstein,
HM Walking Hip Stretch,
HM Wide Jump Squat,
HM Boxer Shuffle,
HM Running Lunge,
HM Bulgarian Split Squat On Chair,
HM Burpee,
HM Butterfly,
HM Alternating Lunge Push-Up,
HM Comet,
HM Couch Stretch,
HM Down Up,
HM Duck Walk,
HM Fragon,
HM Frankenstein,
HM Single-Leg Squat on Chair,
HM Single-Leg Touchdown,
HM Speed Skater,
HM Squat Jump,
HM Squat Lunge,
HM Garland Pose,
HM High Knees,
HM In-And-Out Squat,
HM In-And-Out Squat Jump,
HM Jumping Jack,
HM Jumping Knee-Up,
HM Jumping Rope,
HM Right Calf-Spike Sumo Pulse,
HM Reverse Lunge with Kick,
HM Left Knee-Up,
HM Left-Leg Lunge And Kick-Out,
HM Mountain Pose,
HM Butt Kickers,
HM Right-Leg Lunge And Kick-Out,
HM Sumo Get-Up,
AM Jump Squat,"The jump squat is an explosive bodyweight exercise targeting the quads, hamstrings, and glutes. It is also a serious cardiovascular challenge when done for reps. It can be performed as a power exercise to build jumping power, or in any fat-loss or athleticism-focused workout."
AM Bodyweight Squat,"The bodyweight squat is a fundamental exercise that strengthens the quads, glutes, and hamstrings. It can be performed as part of a dynamic warm-up, for time or reps during a workout, or for hip and spine mobility any time."
High knees sprawl drill,"The high knees sprawl drill is a full-body, cardio and strength-focused exercise. It can be performed for reps or time in a fast-paced circuit or other workout."
UP Bulgarian Split Squat,"The dumbbell Bulgaria split squat is a single-leg exercise targeting the quads, glutes, and hamstrings."
UN Forward Lunge,
UN Front Foot Elevated Split Squat,
UNS Half-Kneeling Hip Flexor Stretch,
UNS Low Depth Jump,
UNS Forward-To-Reverse Lunge,
Holman Towel Squat Thrust,
Holman Towel Alternating Prisoner Squat,
Holman Towel Alternating Lateral Lunge,
Holman Squat Pull-Through Jump,
Holman 180 Jump,
Holman Foot-Elevated Knee-Up to Squat,
Holman Feet-Elevated Squat Thrust,
Holman Hands-Elevated Lunge Jump,
Holman Hands-Elevated Jack to Split Jump,
Holman Hands-Elevated Wide Squat Thrust,
Holman Hands-Elevated Squat Thrust to Split Jack,
Holman Squat Jump,
Holman Squat Pulse,
Holman Jump-Out Push-Up,
Holman Alternating Forward Lunge,
Holman Burpee to Jump,
Holman Pilates Single-Leg Stretch,
Holman Alternating Reverse Prisoner Lunge,
Holman Narrow-Wide Squat Jump to 180 Jump,
Holman 180 Jump to Lunge,
Holman Imaginary Jump Rope,
Holman Fast Feet with Hands Up,
Holman Hands-Elevated Alternating Lunge Jump,
Holman Right Split Lunge,
Holman Left Split Lunge,
Holman Plyometric Jump,
Holman Quad Touch Jump,
Holman Skate,
Holman Lunge Jump,
Holman Flying Squat Thrust,
Holman 90-Degree Jump,
Holman Half Jack to 180 Jump,
Holman Quick Feet to Quad Touch Jump,
Holman Squat Thrust to Push-Up to Super Woman,
Holman Plyometric Jump to 180 Jump,
Holman Standing Heel Click to Hands Down Heel Click,
Holman Burpee to 180 Jump,
Holman Traveling Low Jack to Belly Touch,
Holman Flying Squat Thrust to Shoulder Tap,
Holman Squat Jump to Alternating Side Lunge Jump,
Holman Low Squat with Low Diagonal Dumbbell Punch,
Holman Right Leg Hop to Right Reverse Lunge,
Holman Left Leg Hop to Left Reverse Lunge,
Holman Burpee to Open Stance,
Holman Diagonal Squat Thrust to Renegade Forward Punch,
Holman Bear Crawl,
Holman Bear Crawl to Donkey Kick,
Holman Bear Crawl to Froggy Push-Up,
Holman Bear Crawl to Shoulder Tap,
Holman Burpee to Tuck Jump,
Holman Burpee to Flying Squat Thrust to Tuck Jump,
Holman Forward Lunge to Reverse Lunge,
Holman Renegade Lunge Jump,
Holman Squat Jump to Lunge Jump,
Holman Prisoner Reverse Lunge,
Holman Wide-to-Narrow Squat Jump,
Holman Donkey Run,
Holman Weighted Wide-to-Narrow Squat Jump,
Holman Wide-to-Narrow Donkey Kick,
Holman Mule Kick,
Holman Goal Post to Squat,
Holman Frogger Squat to Heel Click,
Holman Stair Sprint,
Holman Stair Bear Crawl,
Holman Burpee to Flying Squat Thrust,
Holman Flying Squat Thrust to Push-Up,
Holman Foot-Elevated Step-To-Lunge,
Holman Split Lunge,
Holman Stair Climb,
Holman Burpee to Flying Jack,
Holman Right Reverse Lunge,
Holman Left Reverse Lunge,
Holman Squat Tap to Hop,
Holman Squat Tap to Jump-Forward-Jump-Back,
Holman Squat Hip Drive,
Holman Alternating Double Lunge Hop,
Holman Right Reverse Lunge to Front Kick,
Holman Right Leg Forward Lunge Hop,
Holman Right Squat Thrust,
Holman Left Reverse Lunge to Front Kick,
Holman Left Leg Forward Lunge Hop,
Holman Left Side Diagonal Burpee,
Holman Left Squat Thrust,
Holman Wide Squat Thrust,
Holman Alternating Single-Leg Hop to Squat to 180 Jump,
Holman Right Lunge Hop to Chest Press,
Holman Left Lunge Hop to Overhead Press,
Holman 180 Jump Hop Forward Hop Back,
Holman Right Split Squat,
Holman Left Split Squat,
Holman Double Squat Pulse to 180 Jump,
Holman Towel Left Side Squat,
Holman Alternating Lunge Jump,
Holman Lunge Jump to Squat Jump,
Holman Burpee with Belly Touch,
Bootstrapper squat,"The bootstrapper squat is a movement that improves mobility, muscular strength, and flexibility in the hips and hamstrings. It is usually performed as part of a dynamic warm-up for the lower body to mobilize the hips and improve squat form."
Total Fitness Broad Jump,"The broad jump is an explosive lower-body exercise. It is a common way to measure explosive hip and lower-body strength in athletes. The more explosive you are, the farther you'll be able to jump."
Total Fitness Lateral Lunge,"The lateral lunge is a lower-body bodyweight movement that works the quads, glutes, and hamstrings. It can also be performed holding dumbbells or other weights. It is often performed for reps as part of a dynamic warm-up or mobility routine but can also work in a circuit or other workouts."
Lateral shuffle,"The lateral shuffle is a common exercise in sports training and gym classes. It involves taking steps to one side and then steps to the other side. It can be performed as part of a circuit for athletes of any level, but is also a great movement for beginners."
Total Fitness Skip,"The skip is an exercise that builds power and explosiveness in the legs. It's commonly performed by children and in gym classes, but is also great for working the legs and hip flexors, making it a favorite warm-up for athletes who need to explode vertically."
Total Fitness Spider Lunge,"The spider lunge stretch is a lower-body stretch targeting the hips, groin, and quads. It can be part of a dynamic warm-up or mobility work performed anytime."
